,#file_source,#file_extract,onset,offset,#phone,context,language,speaker,prev_phone,next_phone,dataset
331,Maureen_ABX_ENG_clean.wav,maureen_eng_116.wav,294.98208999999997,295.41567000000003,ʌ,ʃ_z,EN,maureen,ʃ,z,cogsci-2019
332,Maureen_ABX_ENG_clean.wav,maureen_eng_117.wav,297.51633,297.93756,ʌ,ʃ_s,EN,maureen,ʃ,s,cogsci-2019
333,Maureen_ABX_ENG_clean.wav,maureen_eng_118.wav,300.0506,300.42971,ʌ,ʃ_f,EN,maureen,ʃ,f,cogsci-2019
334,Maureen_ABX_ENG_clean.wav,maureen_eng_119.wav,302.59477999999996,303.03301,ʌ,v_z,EN,maureen,v,z,cogsci-2019
335,Maureen_ABX_ENG_clean.wav,maureen_eng_120.wav,305.08912000000004,305.4972,ʌ,v_s,EN,maureen,v,s,cogsci-2019
336,Maureen_ABX_ENG_clean.wav,maureen_eng_121.wav,307.70317,308.03243,ʌ,v_f,EN,maureen,v,f,cogsci-2019
337,Maureen_ABX_ENG_clean.wav,maureen_eng_122.wav,310.27732000000003,310.69467000000003,ʌ,v_ʃ,EN,maureen,v,ʃ,cogsci-2019
338,Maureen_ABX_ENG_clean.wav,maureen_eng_123.wav,312.81156,313.20191,ʌ,v_v,EN,maureen,v,v,cogsci-2019
339,Maureen_ABX_ENG_clean.wav,maureen_eng_124.wav,315.39808,315.72494,ʌ,z_z,EN,maureen,z,z,cogsci-2019
340,Maureen_ABX_ENG_clean.wav,maureen_eng_125.wav,318.28912,318.67622,ʌ,z_s,EN,maureen,z,s,cogsci-2019
341,Maureen_ABX_ENG_clean.wav,maureen_eng_126.wav,320.78345,321.09274,ʌ,z_f,EN,maureen,z,f,cogsci-2019
342,Maureen_ABX_ENG_clean.wav,maureen_eng_127.wav,323.37755,323.76331,ʌ,z_ʃ,EN,maureen,z,ʃ,cogsci-2019
343,Maureen_ABX_ENG_clean.wav,maureen_eng_128.wav,325.94172000000003,326.28095,ʌ,z_v,EN,maureen,z,v,cogsci-2019
344,Maureen_ABX_ENG_clean.wav,maureen_eng_129.wav,328.40409,328.85591,ʌ,s_z,EN,maureen,s,z,cogsci-2019
345,Maureen_ABX_ENG_clean.wav,maureen_eng_130.wav,330.91042999999996,331.28957,ʌ,s_f,EN,maureen,s,f,cogsci-2019
346,Maureen_ABX_ENG_clean.wav,maureen_eng_131.wav,333.4746,333.91907000000003,ʌ,s_ʃ,EN,maureen,s,ʃ,cogsci-2019
347,Maureen_ABX_ENG_clean.wav,maureen_eng_132.wav,336.11041,336.4678,ʌ,ʃ_v,EN,maureen,ʃ,v,cogsci-2019
348,Maureen_ABX_ENG_clean.wav,maureen_eng_133.wav,338.66281000000004,339.04195,ʌ,f_v,EN,maureen,f,v,cogsci-2019
349,Maureen_ABX_ENG_clean.wav,maureen_eng_134.wav,341.22697999999997,341.58617000000004,ʌ,f_f,EN,maureen,f,f,cogsci-2019
350,Maureen_ABX_ENG_clean.wav,maureen_eng_135.wav,343.7712,344.20326,ʌ,f_ʃ,EN,maureen,f,ʃ,cogsci-2019
351,Maureen_ABX_ENG_clean.wav,maureen_eng_136.wav,346.30397,346.7153,ʌ,ʃ_z,EN,maureen,ʃ,z,cogsci-2019
352,Maureen_ABX_ENG_clean.wav,maureen_eng_137.wav,348.81296000000003,349.20324,ʌ,ʃ_s,EN,maureen,ʃ,s,cogsci-2019
353,Maureen_ABX_ENG_clean.wav,maureen_eng_138.wav,351.32338,351.66521,ʌ,ʃ_f,EN,maureen,ʃ,f,cogsci-2019
354,Maureen_ABX_ENG_clean.wav,maureen_eng_139.wav,353.87823,354.30736,ʌ,v_z,EN,maureen,v,z,cogsci-2019
355,Maureen_ABX_ENG_clean.wav,maureen_eng_140.wav,356.52222,356.89248,ʌ,v_s,EN,maureen,v,s,cogsci-2019
356,Maureen_ABX_ENG_clean.wav,maureen_eng_141.wav,359.09637000000004,359.48767000000004,ʌ,v_ʃ,EN,maureen,v,ʃ,cogsci-2019
357,Maureen_ABX_ENG_clean.wav,maureen_eng_142.wav,361.6805,362.04966,ʌ,z_z,EN,maureen,z,z,cogsci-2019
358,Maureen_ABX_ENG_clean.wav,maureen_eng_143.wav,364.25465,364.62955,ʌ,z_s,EN,maureen,z,s,cogsci-2019
359,Maureen_ABX_ENG_clean.wav,maureen_eng_144.wav,366.76892999999995,367.14544,ʌ,z_f,EN,maureen,z,f,cogsci-2019
360,Maureen_ABX_ENG_clean.wav,maureen_eng_145.wav,369.3564,369.75801,ʌ,z_ʃ,EN,maureen,z,ʃ,cogsci-2019
361,Maureen_ABX_ENG_clean.wav,maureen_eng_146.wav,371.65782,372.00703,ʌ,z_v,EN,maureen,z,v,cogsci-2019
362,Maureen_ABX_ENG_clean.wav,maureen_eng_147.wav,374.1322,374.51006,ʌ,s_z,EN,maureen,s,z,cogsci-2019
363,Maureen_ABX_ENG_clean.wav,maureen_eng_148.wav,376.72371,377.12209,ʌ,s_ʃ,EN,maureen,s,ʃ,cogsci-2019
364,Maureen_ABX_ENG_clean.wav,maureen_eng_149.wav,379.25057000000004,379.61635,ʌ,s_v,EN,maureen,s,v,cogsci-2019
365,Maureen_ABX_ENG_clean.wav,maureen_eng_150.wav,381.75487999999996,382.13401,ʌ,f_f,EN,maureen,f,f,cogsci-2019
366,Maureen_ABX_ENG_clean.wav,maureen_eng_151.wav,384.31905,384.69925,ʌ,f_ʃ,EN,maureen,f,ʃ,cogsci-2019
367,Maureen_ABX_ENG_clean.wav,maureen_eng_152.wav,386.92312999999996,387.3322,ʌ,v_z,EN,maureen,v,z,cogsci-2019
368,Maureen_ABX_ENG_clean.wav,maureen_eng_153.wav,389.60703,389.97365,ʌ,v_s,EN,maureen,v,s,cogsci-2019
369,Maureen_ABX_ENG_clean.wav,maureen_eng_154.wav,391.97166,392.32086,ʌ,v_f,EN,maureen,v,f,cogsci-2019
370,Maureen_ABX_ENG_clean.wav,maureen_eng_155.wav,394.48593999999997,394.8682,ʌ,v_ʃ,EN,maureen,v,ʃ,cogsci-2019
371,Maureen_ABX_ENG_clean.wav,maureen_eng_156.wav,397.03016,397.33946000000003,ʌ,v_v,EN,maureen,v,v,cogsci-2019
372,Maureen_ABX_ENG_clean.wav,maureen_eng_157.wav,399.62958,399.9729,ʌ,z_s,EN,maureen,z,s,cogsci-2019
373,Maureen_ABX_ENG_clean.wav,maureen_eng_158.wav,402.06057000000004,402.43787000000003,ʌ,z_f,EN,maureen,z,f,cogsci-2019
374,Maureen_ABX_ENG_clean.wav,maureen_eng_159.wav,404.59264,405.05093999999997,ʌ,z_ʃ,EN,maureen,z,ʃ,cogsci-2019
375,Maureen_ABX_ENG_clean.wav,maureen_eng_160.wav,407.03741,407.38662,ʌ,z_v,EN,maureen,z,v,cogsci-2019
376,Maureen_ABX_ENG_clean.wav,maureen_eng_161.wav,409.1519,409.56167999999997,ʌ,s_z,EN,maureen,s,z,cogsci-2019
377,Maureen_ABX_ENG_clean.wav,maureen_eng_162.wav,411.6828,412.03098,ʌ,s_f,EN,maureen,s,f,cogsci-2019
378,Maureen_ABX_ENG_clean.wav,maureen_eng_163.wav,414.19116,414.57217,ʌ,f_f,EN,maureen,f,f,cogsci-2019
379,Maureen_ABX_ENG_clean.wav,maureen_eng_164.wav,416.41505,416.82517,ʌ,ʃ_z,EN,maureen,ʃ,z,cogsci-2019
380,Maureen_ABX_ENG_clean.wav,maureen_eng_165.wav,418.86054,419.25964,ʌ,ʃ_f,EN,maureen,ʃ,f,cogsci-2019
381,Maureen_ABX_ENG_clean.wav,maureen_eng_166.wav,421.49456,421.8758,ʌ,v_s,EN,maureen,v,s,cogsci-2019
382,Maureen_ABX_ENG_clean.wav,maureen_eng_167.wav,424.03878,424.38797999999997,ʌ,v_f,EN,maureen,v,f,cogsci-2019
383,Maureen_ABX_ENG_clean.wav,maureen_eng_168.wav,426.29365,426.65283,ʌ,v_v,EN,maureen,v,v,cogsci-2019
384,Maureen_ABX_ENG_clean.wav,maureen_eng_169.wav,428.98753,429.31915,ʌ,z_p,EN,maureen,z,p,cogsci-2019
385,Maureen_ABX_ENG_clean.wav,maureen_eng_170.wav,431.4377,431.80027,ʌ,z_t,EN,maureen,z,t,cogsci-2019
386,Maureen_ABX_ENG_clean.wav,maureen_eng_171.wav,433.88639000000006,434.2356,ʌ,z_k,EN,maureen,z,k,cogsci-2019
387,Maureen_ABX_ENG_clean.wav,maureen_eng_172.wav,436.37075,436.72992999999997,ʌ,z_g,EN,maureen,z,g,cogsci-2019
388,Maureen_ABX_ENG_clean.wav,maureen_eng_173.wav,438.91497000000004,439.2542,ʌ,z_d,EN,maureen,z,d,cogsci-2019
389,Maureen_ABX_ENG_clean.wav,maureen_eng_174.wav,441.43923,441.78844000000004,ʌ,s_t,EN,maureen,s,t,cogsci-2019
390,Maureen_ABX_ENG_clean.wav,maureen_eng_175.wav,443.90362999999996,444.26784000000004,ʌ,s_g,EN,maureen,s,g,cogsci-2019
391,Maureen_ABX_ENG_clean.wav,maureen_eng_176.wav,446.37800000000004,446.73920999999996,ʌ,f_p,EN,maureen,f,p,cogsci-2019
392,Maureen_ABX_ENG_clean.wav,maureen_eng_177.wav,448.87234000000007,449.26145,ʌ,f_t,EN,maureen,f,t,cogsci-2019
393,Maureen_ABX_ENG_clean.wav,maureen_eng_178.wav,451.36667,451.73647,ʌ,f_g,EN,maureen,f,g,cogsci-2019
394,Maureen_ABX_ENG_clean.wav,maureen_eng_179.wav,453.89092999999997,454.28005,ʌ,f_b,EN,maureen,f,b,cogsci-2019
395,Maureen_ABX_ENG_clean.wav,maureen_eng_180.wav,456.43515,456.84166,ʌ,ʃ_p,EN,maureen,ʃ,p,cogsci-2019
396,Maureen_ABX_ENG_clean.wav,maureen_eng_181.wav,458.96939000000003,459.30862,ʌ,ʃ_b,EN,maureen,ʃ,b,cogsci-2019
397,Maureen_ABX_ENG_clean.wav,maureen_eng_182.wav,461.51360999999997,461.86280999999997,ʌ,ʃ_d,EN,maureen,ʃ,d,cogsci-2019
398,Maureen_ABX_ENG_clean.wav,maureen_eng_183.wav,464.11769000000004,464.43305999999995,ʌ,v_p,EN,maureen,v,p,cogsci-2019
399,Maureen_ABX_ENG_clean.wav,maureen_eng_184.wav,466.64195,466.99600999999996,ʌ,v_t,EN,maureen,v,t,cogsci-2019
400,Maureen_ABX_ENG_clean.wav,maureen_eng_185.wav,469.22607999999997,469.54665,ʌ,v_k,EN,maureen,v,k,cogsci-2019
401,Maureen_ABX_ENG_clean.wav,maureen_eng_186.wav,471.88005,472.17825,ʌ,v_g,EN,maureen,v,g,cogsci-2019
402,Maureen_ABX_ENG_clean.wav,maureen_eng_187.wav,474.41429000000005,474.82336,ʌ,v_b,EN,maureen,v,b,cogsci-2019
403,Maureen_ABX_ENG_clean.wav,maureen_eng_188.wav,477.1381,477.43235,ʌ,v_d,EN,maureen,v,d,cogsci-2019
